ItemID,Sentiment,SentimentText
68853,Positive,@bt42 Happy Birthday! 
55150,Positive,"@BarbaraZatler I wish it were just my arms! ;) so tonight the first 'real' show, hope it gets a bit better... :S and you: take a nap!! "
74668,Positive,@CARINAargh I knew her wen I was a young tyke  I dno how. But yeshh  she well?
53605,Positive,@Auckland_Museum I was thinking precisely of your late programs which I must say do take 'participation' more seriously 
15095,Positive,.@corrisarah777 http://www.twelve34films.com/work/replacementchild.php  The movie with your favorite history teacher! 
56797,Positive,@Barefoot_Exec Good Morning Barefoot Crew! Hope you have an awesome time on the cruise. 
15036,Negative,..watching the braves getting no hit 
7237,Positive,#swayswaybaby everyone visit www.short-stack.org! 
2230,Negative, had a really bad day!!!
93374,Negative,@ChristinaluvzJK awe no!!! sorry to hear that 
85823,Negative,@Cerriduri Wrath is fun   I'll have to let you guys check out my chars 
1494,Negative, BOSS marah coz i steal a few puff......
76791,Positive,@aplusk HAVE FUN!!! 
96611,Negative,@cliffkarklin @kindleberry; and he is nooooooot a happy camper right now 
54624,Positive,"@BakoMom I know what you mean.  And you can't even be 2 minutes late.  &quot;Oh, so 2 minutes ago I could have had pancakes, but not now.&quot; "
56069,Negative,@BBC_Fangirl Won't let me watch since i'm in the states.  Boo.
78216,Positive,@CCArquette I'M SO EXCITED FOR COUGAR TOWN!! AND GLAD TO SEE YOU'RE BACK 
15468,Negative,*sigh* I think I'm gonna have to get a new Ipod... 
45044,Negative,@annika would love to -- but unfortunately i am not there today -- at work 
65968,Negative,@brianhogg We didn't win the bid for the big client job  My freelance plate which was promising only last week is now empty again. Booo.
48396,Negative,@artiseducation eden is a shitty gps that doesn't let you do anything with coordinates. we tried so hard 
29515,Positive,@ACTORSandCREW [blush-blush!] #followfriday @DanielDevlin @kooder GOOD PPL (&amp; they don't always come 12 to the dozen) THX!!! 
91509,Negative,@Coffee_Brown. Aww babes...what's ur statuses referring to....I'm worried 
60774,Positive,"@bertadp are you staying home after lunch?? I think I have to be to your place at 15,30. Hope I see ya "
60913,Negative,@bethanynicole there's gonna be such good food at my grad party. too bad NEITHER of us will be able to eat it. 
28436,Positive,@ainfantado ako lang! haha. my work si sis eh 
5977,Negative," paige got me to get on stickam, only for her would I EVER get on it lol.... It must be love."
85486,Positive,"@chrisdowling British internet girl, that's me!  xx"
87646,Negative,@awaltzforanight aww *hugs* I know how that feels 
74781,Positive,@AnnReyWil he was about to physically remove me... But I was too quick! 
78368,Positive,"@cakiiebakiie ahah, wise  the phone. (: i might actually.... yeah, will do soon x'"
62376,Positive,@BlackCat_Saya Arigatou 4 following !!!!  
5940,Positive,"#hdc god i forgot how gorgepus this record is, The Boy with the Arab Strap  great music, food, hack, happy.. http://tinyurl.com/lt2cxk"
84410,Negative,@CatieFighting  it sucks doesn't it.. but isn't it warmer in your direction?
44248,Negative,@annabadtzmaru wow anna u have to calender us in just like andres tisk tiskkk!! lol jk im not sure if im going yet  u know why LOL
23886,Negative,@abigail_x3 Ouchie 
43331,Negative,"@AlexReed92 I know  It's a tough job, but just keep getting through it, YOU KEN DEW I'."
71537,Negative,@caffeinebomb unfortunately I have to get the thesis bound in the brum one to get the right cover - and have to use next day process too 
68309,Negative,@amystuckey1 ash couldn't get the time off work 
22728,Positive,"@1_2_ManyTweets Didn't understand that tweet.  &quot;sad&quot;?  I'm not sad. I'm happy.  ... hmmm, I have a bunch to reread to decipher that. "
58042,Negative,@BeerLuver i only have the three on my twitpic/facebook http://www.twitpic.com/photos/cocoancream  and NONE of me riding it  
26496,Positive,@a_rybak http://twitpic.com/5oudn - Poor Violin Guy! Congratulations! You're so funny 
55174,Negative,@azzyheartsw Gah! I am too late! 
58623,Positive,@belutz Thanks for the info! 
63703,Positive,"@bobbyvoicu am vazut aseara salvation. mi-ar fi placut dac-as fi avut 12 ani, poate. Are FX misto though, si o tipa buna "
37005,Positive,"@alexisstar22 LOL, Doing My Template, You Gotta Come &amp; Have A Look! "
46297,Negative,@anyuhh i like that songs  hayyyy!
68549,Negative,"@bryanochalla Corporate sent a silly email telling us to plan our entire vacation schedule, so I did. Mon/Tues I'm working on house shit. "
31223,Positive,@adnamay i wish. but i already requested 3 days off for Kings Of Leon in San Francisco for May. 
56642,Positive,@bape228 me too man 
22574,Negative,@_rosieCAKES around here... lol eventhough i got accepted to school in troy im gunna stay in my area for now... 
29874,Negative,"@adamjackson can't DM back you're not following me.  Yeah I found it, just wanted to let you know lol..."
28900,Negative,@absurdfroufrou Oh. Is it photoshop's fault? Or even photoshop can't save him? 
92820,Positive,@chrispy0111lol  It always works!! 
99278,Negative,@crazylegsclub you lied!!!! 
6322,Negative,#drupal fighting with panels and menus! Can't add a new tab to the &quot;My account&quot; page with has an argument. 
72604,Negative,@angelstar25 @moony394 aww..im not helping am i?  hehe
37660,Positive,@alleannab4ever YAY ! You made one !  LY.
42284,Negative,@andyclemmensen i sleep with tv's on.  i cant with out it.
24691,Negative,@acidmary I didn't get to go either; had to clear some work before BKK  
20857,Negative,@__oddsocks and the exam is in the morning 
17977,Negative,@ KaylamTuttle who am i going to go to olive garden with at random times? 
816,Negative, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything 
93435,Negative,"@bazilahali I know!  Maybe I was born with a little of self-confidence. Oh yeah, I didn't know you knew Sasha. I just knew both.."
35599,Positive,@alekosk hey alekos! you list people you think others should follow - it's just a fun way to get more people following you! 
63815,Negative,"@bogwhoppit they are afraid he will take advantage or something, which i know he wont cos its been 2 months and he hasnt! "
55230,Positive,@barbsrad Yes indeedie! I am getting a lift up this afternoon 
44290,Negative,@annabates What's worrying you? 
69645,Positive,@andisherwood I like that.  
84274,Negative,@ChocolateCrazed  i should have gone this year i might be able to go next im not sure thanks btw
51717,Negative,@ashleythecat I didnt realize you were on twitter! fun! Sorry I missed you 
96237,Negative,@ClarkSmith oh no 
82283,Positive,@AshleyLynneK not on FB actually going to sleep in a bit. I have class tonight but it's only till 8:30 now 
67674,Positive,"@bombjaxx I am slightly hyper since the election results, god love you all tomorrow "
98416,Positive,@coomassie_blu That's my girl  &lt;3
99811,Negative,"@crystalchain yeah. Totally. Like I said, livin vicariously &amp; sucks for @vampyran and everybody else. But hope he's okay. "
15925,Positive,". @audreystats @BlackNails75 Thx for playin' some of my favs tonight!  @djdisconnect 's powernoize is always a workout, too! Thx all!"
92080,Positive,@chriscolhoun Spent a day there last summer. Lovely city. I would recommend the Magic Fountains at night  http://tinyurl.com/dkv8on
10240,Negative,&quot;Thats when paula's sparks went away&quot; driven to marion right now 
66175,Positive,"@brianstreetteam HA! That made my night. Now I'm heading to Nova's to kick ass at Worms and Rag Doll Kung Fu, further making my night. "
24120,Negative,@abramsandbettes irs so sad to hear about tragedies like this 
40776,Positive,@Ammonyte Yes! 13 not 22 thanks Martin Johnson! 
24645,Negative,"@211me I have to say that I have enjoyed our banter, it will be sad when it all has to end. "
30616,Positive,@Alayanabeth Pizza sounds Good 
74365,Positive,@AnneRiceAuthor I logged in to see this clip of Susan........what a gift just to hear her sing. Thank you for your post. 
21733,Positive,"@2NiteBoy eeew... I had someone like this, too. blocked he/she/it "
89675,Positive,@clarespragg1982 I have not had Monster Munch in years 
4122,Negative, my mom's mean...
21870,Positive,@_iDANCE19 ur so incomprehensible sometimes. 
96991,Positive,"@crystalyn49 I've missed you on Twitter...seems we are on at different times, but I have thought of you and hoped you were still here "
70665,Positive,"@brendacr how have you changed your picture?? (answer me please, iif u like, no problems) "
41394,Positive,@anaao HI!!! 
65352,Negative,@BreeOlson9 sounds like a hard night 
73120,Negative,@brittdainard aww 
77682,Positive,@cabofishtaco It's free- why not?  
60973,Positive,@bethmcgrath as if! happy for you  is your foot ok now?
45466,Positive,@anthony herron - Cheers! - @karenstrunks @midge_uk - it's Felice Varini 
25405,Negative,@AdamMachanic the thing is noone know about them 
63626,Positive,@bobbyb_ dude I used to be a weightlifter so I have the appearance of a pretty big dude. Bring 'em on!!! 
1571,Negative, I have one big swollen ear...antibiotics again!
1722,Negative," I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!"
9903,Positive,&quot;How could you be so heartless?&quot; -Kris Allen 
39680,Negative,"@alzaid Hey how r ya, long time no see "
77619,Negative,@aprilgee123 he has arthiritis super bad  he might have to go to the hospital.
71513,Negative,"@caelynkk Quite flat shoes. with air cusioned soles, made for comfort, but my feet hate being in shoes (i usually wear comfy boots) "
65959,Negative,@brianfriedman  I'm happy for you... I wish I was there......  Almost done being a slave.
1151,Negative, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
40489,Positive,@amcunningham The penny drops. 
67866,Positive,@brownzgyal yeah shes so down to earth  i hope fame never changes her!!
50465,Positive,@Amber_Mentz1 Don't do anything you wont be proud of later 
61902,Positive,@biggame2175 I wanna hear the convo James  lol
67234,Negative,"@brmbds Not got F1 on here , may bung it on for a laugh! I'm good apart from the weather  ... @judrop1948 yeah another change! ;)"
51869,Negative,@ashleytisdale http://twitpic.com/6ercx - I've been trying to find your Paul &amp; Joe shoes online everywhere and I can't find it  Where ...
10559,Negative,"#inaperfectworld i would not be feelin self disappointment, doubt, and chastisement right now. wanna do something to make me &amp; fam proud. "
46252,Positive,@aplusk http://bit.ly/Kwhw9  Really funny video of &quot;Total Eclipse of a Heart&quot;  Thought you'd like it!
39243,Positive,@amyty Ah good  It always makes it more enjoyable when you get a good tutor.
7872,Positive,#ontd is a trending topic!  Makes me quite happy. I spend far too much time on there.
19948,Positive,@_Sk8terGirl_ http://tinyurl.com/dj5jw5 It will be out soon 
45396,Positive,@ANsternberg that would be the power of blogging keep up the good work mate 
64909,Positive,"@brandoncrouch That's great, man! Happy Sunday! "
86540,Negative,@ChanelleSimone man i wish i was driving 
16201,Positive,; hanging out with @summahgeee later today 
65564,Positive,"@Brenlo @amnerys @autenil Yes, he clearly said he is tired... in geek speak! "
70674,Positive,@BRENDALEFRANDT very beautiful phrase ... like the one i once heared. It's nice to be important but it's important to be nice 
71710,Positive,"@briannexx Don't worry, I'll rock out for you  And possibly rape _____ for you, but not, maybe just say hello? "
47063,Negative,@april_miss me too soooo much! Its been awhile and I'm craving one right now 
40667,Negative,"@aminorjourney That's really bad news   Are you ok now? Are you still going to make it to London? Yes, I still have the spare ticket."
