Sentiment,CleanedText
Negative,"['still', 'want', 'red', 'bull', 'poloshirt', 'shame', 'red', 'bull', 'doesnt', 'sell', 'merchandise']"
Negative,"['club', 'lmao', 'love', 'andrew', 'bumberr']"
Negative,"['lookd', 'soo', 'freak', 'outpoor', 'wee', 'thing']"
Negative,"['hhhhhissssss', 'complete', 'thumb', 'legacy', 'think']"
Positive,"['know', 'prepared', 'get', 'addict', 'twitter', 'ha']"
Negative,"['ha', 'ha', 'thanks', 'tisnt', 'need', 'money', 'principle', 'new', 'employer', 'pay']"
Positive,"['another', 'kohl', 'ramon', 'he', 'sugar', 'daddy']"
Negative,"['killer', 'headache', 'today', 'half', 'good', 'half', 'bad', 'could', 'use', 'good', 'news']"
Positive,"['hope', 'amaze', 'time', 'hawaii', 'burn', 'crisp']"
Negative,"['wonder', 'new', 'delhi', 'host', 'one']"
Negative,"['annoy', 'wave', 'friday', 'bus', 'didnt', 'even', 'look']"
Positive,"['yeah', 'nd', 'time', 'see', 'still', 'parin', 'naman', 'lol']"
Negative,"['werdd', 'need', 'new', 'rim', 'mine', 'bent', 'rear', 'one', 'go', 'fast', 'try', 'skid', 'sideways', 'ate', 'shit', 'smh']"
Positive,"['good', 'thank']"
Negative,"['performance', 'good']"
Negative,"['thought', 'post', 'dont', 'dress', 'yet']"
Negative,"['nah', 'au', 'one', 'doesnt', 'bluetooth', 'im', 'def', 'get']"
Negative,['text']
Negative,"['jenn', 'st', 'daughter', 'quottovaquot']"
Positive,"['thanks', 'also', 'follow', 'see', 'host', 'one', 'tweetups']"
Positive,"['harsh', 'lol']"
Negative,"['probably', 'best', 'go', 'route', 'procrastinate', 'way', 'much', 'today', 'give', 'card', 'tix']"
Negative,"['almost', 'every', 'one', 'try', 'chat', 'convience', 'twitter']"
Negative,"['seem', 'way', 'doesnt']"
Positive,"['lol', 'get', 'bed']"
Positive,"['really', 'livin', 'brooklyn', 'u', 'followin', 'king', 'harlem', 'im', 'extra', 'sad', 'show', 'love', 'babe', 'followmwa', 'hit']"
Positive,"['ahhhh', 'soo', 'smart', 'thanks', 'school', 'thought']"
Negative,['say']
Positive,"['way', 'make', 'web', 'site', 'image', 'pink', 'id', 'like', 'see', 'cool', 'like', 'pink']"
Positive,"['man', 'guy', 'kill', 'tease', 'like', 'thanks', 'fish', 'andrea']"
Negative,"['phone', 'ring', 'feel', 'like', 'broke']"
Positive,"['might', 'easy', 'say', 'follow']"
Negative,"['whyyy', 'oth', 'best', 'show', 'enjoy', 'much']"
Positive,"['quothould', 'write', 'history', 'book', 'mark', 'place', 'time', 'every', 'chance', 'tookquot', 'time', 'low']"
Negative,"['bad', 'time', 'bloody', 'public', 'transport', 'thought', 'ok', 'whenever', 'germany', 'maybe', 'miss', 'bad', 'time']"
Positive,"['still', 'penguin', 'diet']"
Positive,"['one', 'perhaps', 'best', 'told', 'emailfacebook', 'message', 'simply', 'still', 'delirious', 'aka', 'morning']"
Positive,"['itlija', 'rom', 'google', 'earth', 'redzama', 'ar']"
Negative,"['windshield', 'crack']"
Negative,"['lol', 'knooo', 'always', 'get', 'lose', 'jersey', 'dnt', 'like', 'lol']"
Negative,"['far', 'lasagna', 'look', 'pretty', 'okaygrant', 'say', 'taste', 'bad', 'least', 'still', 'good', 'look']"
Negative,"['yes', 'definitely', 'agree', 'way', 'close', 'allllll', 'time', 'passing']"
Positive,"['mom', 'make', 'cry', 'good', 'tear', 'yesterday']"
Positive,"['hey', 'wuts']"
Negative,"['try', 'look', 'everytime', 'remember', 'never', 'find', 'teach', 'site', 'stuff']"
Positive,"['mediterranean', 'correct', 'spell', 'always', 'think', 'wrong']"
Negative,"['cant', 'go', 'tonight', 'let', 'know', 'guy', 'something']"
Positive,"['bob', 'status', 'update', 'protect']"
Positive,"['good', 'idea', 'book', 'mark']"
Positive,"['glad', 'good', 'time']"
Positive,"['action', 'louder', 'word']"
Negative,"['im', 'madddd', 'aint', 'goinshawn', 'aint', 'let', 'know', 'til']"
Positive,"['thanks', 'lot', 'adore']"
Negative,"['health', 'care', 'assistant', 'gp', 'surgery', 'shortage', 'work', 'day', 'manic']"
Positive,"['lol', 'post', 'link', 'time', 'still', 'cutie']"
Negative,"['harry', 'potter', 'suck']"
Positive,"['good', 'time', 'luv', 'yall']"
Positive,"['oh', 'cutie', 'ahhaha', 'taylor', 'lautner', 'pretty', 'hot', 'hahaha', 'selena', 'gomez', 'lucky', 'haha']"
Negative,"['dont', 'think']"
Positive,"['bout', 'time', 'tell', 'think']"
Negative,"['bad', 'mood', 'work', 'soon', 'hour', 'shift', 'wtf', 'sometimes', 'wish', 'another', 'job']"
Negative,"['deal', 'support', 'want', 'totally', 'rebuild', 'computer', 'come']"
Negative,"['boooooourns', 'shall', 'pop', 'one', 'envelope', 'post']"
Negative,"['address', 'provide', 'complete', 'doesnt', 'take', 'anywhere']"
Negative,"['ill', 'take', 'photo', 'post', 'da', 'make', 'fun']"
Positive,"['love', 'video', 'kill', 'boredom', 'inspire', 'make', 'hopefully', 'start', 'summer', 'thank']"
Positive,"['wait', 'whats', 'roll', 'plane', 'dont', 'understand', 'shorthand']"
Negative,"['hate', 'newcastle', 'train', 'service', 'feel', 'sorry', 'catch', 'newcastle', 'train', 'home', 'every', 'day']"
Positive,"['hi', 'arch', 'hows', 'ha', 'never', 'mind', 'today']"
Negative,"['houston', 'id', 'even', 'close', 'hope', 'find', 'someone']"
Negative,"['unfortunately', 'class', 'president', 'one', 'would', 'save', 'case', 'prof', 'lash', 'lack', 'photocopy']"
Positive,['thank']
Negative,"['whats', 'nasty']"
Positive,['thanks']
Positive,"['quothe', 'twofaced', 'backstabbing', 'slutty', 'bitchquot', 'lmao', 'love', 'annnnna']"
Positive,"['rock', 'look', 'quotrockyquot', 'verrry', 'nice']"
Positive,"['kid', 'underfoot', 'sleep', 'definitely', 'luxury', 'grab']"
Negative,"['vsad', 'couldnt', 'make', 'tonight']"
Positive,[]
Positive,"['quotbreak', 'mold', 'extraordinaryquot', 'dove', 'chocolate', 'moment']"
Positive,"['quotmy', 'money', 'account', 'make', 'cry', 'inside', 'special', 'angry', 'placequot', 'leverage', 'love', 'show', 'night', 'tweeps']"
Negative,"['maybe', 'put', 'ice', 'tonight']"
Negative,"['suck', 'thought', 'franchise', 'type', 'business']"
Positive,"['doesnt', 'taco', 'bell', 'call', 'fourthmeal', 'im', 'hungry']"
Negative,"['sad', 'tough', 'watch']"
Negative,"['im', 'fine', 'person', 'fine', 'yeti', 'scratch', 'little', 'dent', 'suck']"
Positive,['sizzlingspicysmoldering']
Positive,"['plan', 'need', 'join', 'queue', 'head', 'rdam']"
Positive,"['guy', 'make', 'original', 'iphone']"
Negative,"['thanks', 'amy', 'miss', 'bor', 'meeting']"
Positive,['thanks']
Positive,"['love', 'phoenix', 'faves', 'funky', 'squaredance', 'young', 'ever', 'feel', 'well', 'excellent', 'choice']"
Positive,"['good', 'nite', 'sweetie', 'kiss']"
Positive,['hello']
Negative,"['rain', 'hike', 'today']"
Positive,"['go', 'like', 'everyone', 'dance', 'date', 'whole', 'time', 'anyways']"
Negative,"['yeahand', 'he', 'live', 'world', 'never', 'think', 'itd', 'expensive']"
Negative,"['thanks', 'appreciate', 'roof', 'leak', 'cause', 'big', 'problem']"
Positive,"['norries', 'worry']"
Negative,"['close', 'kiosk', 'job']"
Positive,"['make', 'fun', 'afternoon']"
Positive,"['oo', 'yeeeeeess', 'indeed', 'would', 'ahhhh', 'blesss', 'haha', 'xxxx']"
Negative,['body']
Positive,"['thanks', 'beautiful', 'day', 'great', 'morning', 'ride', 'ocean', 'road', 'top']"
Negative,"['prolly', 'e', 'cant', 'think', 'anything', 'else', 'im', 'unfortunately', 'singtel', 'customer']"
Positive,"['great', 'pick', 'always', 'forget', 'wonderful', 'peggy', 'lee']"
Negative,"['weeners', 'beer', 'could', 'ask', 'bad', 'heather', 'isnt', 'come', 'f', 'work', 'haha']"
Positive,"['lol', 'really', 'broad', 'bikini', 'shit', 'flatbush', 'im', 'definitely', 'wear', 'sandal', 'today', 'though']"
Negative,"['haha', 'agree', 'lameanother', 'thought', 'concert', 'expensivethats', 'kinda', 'lame']"
Negative,"['bit', 'tender', 'sat', 'night', 'ok', 'hate', 'im', 'usually', 'like', 'go', 'brown']"
Negative,"['upset', 'see', 'joaquin', 'phoenix', 'hot', 'messhe', 'hot', 'see', 'stint', 'david', 'letterman']"
Negative,"['try', 'get', 'someone', 'go']"
Positive,"['coz', 'cant', 'resist', 'shauns', 'sexy', 'body']"
Negative,"['amaze', 'game', 'miss', 'saturday', 'cuz', 'wedding', 'though', 'much']"
Positive,"['stone', 'cross', 'place', 'norton', 'sound', 'fun']"
Positive,"['norwish', 'norwish', 'go', 'smack', 'could', 'bring', 'finnish', 'chocolate']"
Positive,"['umh', 'hard', 'pick', 'would', 'say', 'fifteen', 'white', 'horse', 'teardrop', 'guitar']"
Negative,"['join', 'trend', 'topic', 'ebb', 'flow', 'creativity']"
Negative,"['still', 'heere', 'lil', 'drunk', 'tho']"
Positive,"['conference', 'good', 'definitely', 'worth', 'journey']"
Positive,"['thank', 'show', 'today', 'weve', 'wait', 'see', 'tv', 'screen', 'like', 'forever']"
Positive,"['hahaha', 'know', 'know', 'sarcastic']"
Positive,"['ya', 'know']"
Negative,"['aww', 'sux', 'get', 'rest', 'drink', 'plenty', 'water', 'feel', 'well']"
Negative,"['sad', 'true', 'thanks', 'weather', 'flight', 'time', 'upcoming', 'day']"
Negative,"['im', 'gonna', 'new', 'transformer', 'come', 'ill', 'colombia']"
Positive,"['oh', 'know', 'csi', 'much', 'accepted', 'whenever', 'watch', 'csi', 'im', 'like', 'yeah', 'yeah', 'thats', 'happen']"
Negative,"['wake', 'shower', 'eatand', 'go', 'back', 'bed', 'im', 'tire', 'time']"
Positive,"['lol', 'well', 'might', 'go', 'summer', 'camp', 'la', 'he', 'gonna', 'guest', 'last', 'year', 'selena', 'one']"
Negative,"['glad', 'u', 'get', 'nice', 'weather', 'foggy', 'cold']"
Positive,"['surprise', 'wwhhaatt', 'awesome', 'thank', 'still', 'need', 'japanese', 'candy', 'day', 'hahaha']"
Positive,"['morning', 'ann', 'dronesinteresting', 'readingdrones', 'flown', 'somethings', 'nevada']"
Positive,"['hell', 'yes', 'love', 'boy']"
Positive,"['wonder', 'mate', 'miserable', 'git', 'lol']"
Positive,"['hello', 'im', 'fan', 'taiwan', 'bought', 'bestamp', 'usa', 'love', 'first', 'english', 'album', 'fabulous', 'carry']"
Positive,"['agree', 'probably', 'challenge', 'get', 'level']"
Positive,"['let', 'chika', 'fring', 'good', 'app', 'nokia', 'e', 'anyone']"
Negative,"['im', 'go', 'engage', 'either', 'perhaps', 'host', 'soiree']"
Positive,"['yayyy', 'cant', 'wait', 'pool', 'party']"
Positive,"['david', 'henrie', 'there', 'channel']"
Negative,"['quotgreenquot', 'people']"
Negative,"['oh', 'dear', 'u', 'r', 'happy']"
Positive,"['never', 'take', 'sick', 'day', 'public', 'holiday', 'sigh', 'good', 'luck', 'get', 'work', 'do']"
Positive,"['welcome', 'lovely', 'twitt', 'famthanx', 'joinin', 'usamp', 'dont', 'b', 'stranger']"
Negative,"['ppl', 'would', 'cuz', 'jay', 'say']"
Negative,"['enquire', 'baconnaise', 'people', 'get', 'ship', 'uk', 'didnt', 'reply', 'bacon', 'negative']"
Negative,"['still', 'reply', 'think', 'might', 'chase', 'lose', 'cause', 'oh', 'ive', 'replace', 'rotten', 'wood', 'chicken', 'pen']"
Positive,"['portable', 'dvd', 'player', 'could', 'borrow', 'upcoming', 'road', 'trip', 'elmo', 'want', 'go', 'florida']"
Negative,"['yeah', 'im', 'starve', 'didnt', 'eat', 'lunch', 'today']"
Positive,"['okay', 'thanks']"
Positive,"['check', 'well', 'post', 'show', 'note', 'also', 'there', 'contact', 'u']"
Negative,"['sad', 'face', 'look', 'like', 'someone', 'die']"
Negative,"['bedroom', 'stuff', 'masterim', 'sure', 'wont', 'fit', 'new', 'room', 'thats', 'depress', 'since', 'thats', 'hang']"
Positive,"['jackie', 'ok', 'im', 'go', 'ask', 'jdfamptjfampf', 'thought', 'jdf', 'figure', 'donno']"
Positive,['appreciate']
Positive,"['use', 'man', 'see', 'man', 'quotnow', 'thats', 'hotquot', 'care', 'hater']"
Negative,"['like', 'although', 'didnt', 'give', 'proper', 'tour', 'didnt', 'see', 'ur', 'daughter', 'artwork']"
Negative,"['dad', 'truck', 'wont', 'shut', 'omg', 'rain', 'hard', 'wtf', 'haha', 'fuckfuvkfuvknoooo', 'ahaha', 'againnnnnn', 'ha']"
Positive,"['lt', 'phone', 'receive', 'new', 'update', 'take', 'forever', 'dl', 'totalllllly', 'worth']"
Negative,"['humidity', 'bad', 'usually', 'like', 'rain', 'suppose', 'rain', 'day', 'doubtparamore', 'concert']"
Negative,"['shame', 'die', 'uh', 'obviously', 'know', 'mean']"
Negative,"['hi', 'saw', 'preview', 'quotfamequot', 'dont', 'want', 'know', 'think', 'disguise', 'hsm']"
Positive,"['lol', 'u', 'silly', 'write', 'myspace', 'say', 'like', 'banner']"
Negative,"['dam', 'besides', 'dat', 'ur', 'day', 'goin', 'good', 'far']"
Positive,"['quotmorning', 'exersisesquot', 'check', 'next', 'list', 'breakfast', 'bath']"
Positive,"['didnt', 'even', 'think', 'twice', 'posei', 'thought', 'look', 'rather', 'fun']"
Positive,"['jen', 'jen', 'jen', 'haha', 'new', 'wizard', 'waverly', 'place', 'tomorrow', 'cant', 'wait', 'incredibly', 'funny']"
Positive,"['youre', 'welcome']"
Positive,"['hahah', 'well', 'grazie', 'x', 'day']"
Negative,"['ok', 'guess']"
Negative,"['miss', 'third', 'already', 'miss', 'mary', 'lina']"
Positive,"['hey', 'loosa', 'xd', 'im', 'kinda', 'study', 'ur', 'distacting', 'next', 'weekend', 'exam', 'bikini', 'beach', 'okie', 'okie', 'bye', 'xo']"
Negative,"['wheres', 'sonny', 'damm', 'miss', 'kid']"
Positive,"['happy', 'bday']"
Negative,"['yaay', 'tyvm', 'hey', 'list', 'get', 'review', 'copy', 'right', 'didnt', 'see', 'list', 'folder']"
Positive,"['oooh', 'excite', 'wish', 'list']"
Negative,"['quotmy', 'big', 'redneck', 'weddingquot', 'kill', 'inside', 'horrible']"
Negative,"['awwwww', 'really', 'hate']"
Negative,"['course', 'wall', 'lesbian', 'stop', 'flood', 'cant', 'put', 'joke', 'unpc']"
Positive,"['doesnt', 'mean', 'didnt', 'think']"
Negative,"['k', 'hour', 'sleep', 'get', 'start', 'kick', 'god', 'please', 'help', 'stay', 'woke']"
Negative,"['instead', 'value', 'house', 'like']"
Negative,"['aint', 'fantastic', 'fail', 'fail', 'fail', 'fail']"
Positive,"['haha', 'read', 'comment', 'loool', 'x', 'ur', 'new', 'vid', 'x']"
Negative,"['im', 'city', 'choice', 'drive', 'car', 'price', 'suppose', 'go']"
Negative,"['lol', 'member', 'lycos', 'iq', 'wwwiqlycosde', 'engiish', 'port', 'close']"
Positive,"['ah', 'thank', 'perhaps', 'talk', 'often', 'btw', 'look', 'instyle', 'scan', 'doesnt', 'anymore']"
Negative,"['e', 'ness', 'black', 'white', 'footlocker', 'tee', 'closet']"
Positive,"['ur', 'mine', 'th']"
Positive,"['moi', 'aussi', 'amaze']"
Positive,"['inspire', 'away', 'kit']"
Negative,"['would', 'sic', 'say', 'quotive', 'tattooed', 'kim', 'saighquot', 'love', 'hannah', 'aitchison', 'wont', 'montreal']"
Negative,"['dont', 'think', 'im', 'gonna', 'go', 'tonight', 'cant', 'find', 'anything', 'wear', 'dont', 'feel', 'good']"
Positive,"['well', 'else', 'guilt', 'ridden', 'bed', 'wet', 'bleeding', 'heart', 'middle', 'class', 'liberal', 'like', 'read']"
Negative,"['web', 'address', 'use', 'phone', 'number']"
Negative,"['love', 'new', 'pic', 'fun', 'sun', 'wish', 'sunny', 'good', 'time', 'xx']"
Negative,"['ill', 'keep', 'stay', 'final', 'bb']"
Negative,"['governmental', 'finance', 'budgeting']"
Positive,"['thanks', 'retweet']"
Negative,"['hahaha', 'niiice', 'take']"
Positive,['family']
Positive,"['sorry', 'self', 'recommendation', 'support', 'get', 'recommend']"
Positive,"['hey', 'uncle', 'brookehow']"
Negative,"['cant', 'gotta', 'work']"
Negative,"['kid', 'sadness', 'continue']"
Positive,"['yup', 'dm', 'want', 'would']"
Negative,"['keep', 'u', 'update', 'score', 'bbc', 'news', 'isnt', 'update', 'phone', 'cant', 'get', 'score']"
Negative,"['know', 'dissapointed', 'wont', 'get', 'see', 'land', 'either', 'boo']"
Negative,"['watch', 'mtv', 'award', 'see', 'u', 'guy', 'tomorrow']"
Positive,"['lol', 'love', 'hard', 'back', 'get', 'think', 'also', 'love', 'ur', 'new', 'pic']"
Positive,['thank']
Positive,"['im', 'look', 'ride', 'tonight', 'wanna', 'go', 'bad', 'haha']"
Negative,"['hmm', 'name', 'miiiight', 'know', 'also', 'notjing', 'bad', 'sick', 'able', 'sleep']"
Negative,"['zeebie', 'go', 'wake', 'want', 'sun', 'back']"
Negative,"['dj', 'tonight', 'need', 'get', 'revision', 'do', 'least', 'deck', 'room', 'cooler', 'though', 'deg', 'c', 'atm']"
Negative,"['yea', 'look', 'awesome', 'pity', 'nikon']"
Negative,"['im', 'hold', 'breath']"
Negative,"['last', 'time', 'sat', 'fell']"
Negative,"['wish', 'go', 'guy', 'take', 'back', 'say', 'amsterdam', 'quotne', 'europe', 'whilequot']"
Negative,"['diviner', 'celebrity', 'follow']"
Negative,"['friend', 'email', 'list', 'sign', 'youre', 'middle', 'age', 'woman', 'relate', 'incl', 'forgetfulness', 'become', 'mum']"
Positive,"['lt', 'god', 'side']"
Negative,"['western', 'go', 'hospital', 'crazy', 'competitive', 'yr', 'dnt', 'know', 'metro', 'make', 'rd', 'rnd', 'wheres', 'comm']"
Negative,"['downside', 'longer', 'look', 'nonled', 'screen']"
Negative,"['yes', 'certain', 'area', 'even', 'utama', 'kota', 'dsara']"
Negative,"['wont', 'play']"
Negative,"['well', 'never', 'ever', 'see', 'jensen', 'real', 'glass', 'eye', 'surgary']"
Positive,"['eager', 'hear', 'end', 'dandeli', 'front', 'shall', 'plan', 'one', 'peak', 'monsoon', 'could', 'lead', 'u']"
Positive,"['hate', 'people', 'dont', 'understand', 'charice', 'didnt', 'steal', 'ntg', 'like', 'whitney', 'iwaly', 'etc']"
Positive,"['fun', 'baftas']"
Negative,"['awesome', 'use', 'many', 'equation', 'cant', 'think', 'enough']"
Negative,"['well', 'really', 'care', 'like', 'didnt', 'want', 'stay', 'sjkdfhasdf', 'dont', 'say']"
Positive,"['beautiful', 'kanina', 'sa', 'wowowee']"
Positive,"['married', 'year', 'old']"
Negative,"['seriously', 'think', 'heat', 'go', 'death', 'felt', 'heat', 'stroke', 'come', 'already', 'frak']"
Negative,"['developer', 'please', 'note', 'stop', 'make', 'great', 'game', 'cost', 'small', 'fortune']"
Negative,"['know', 'delay', 'cost', 'u', 'dearly']"
Negative,"['ohhhhhhhh', 'cinderella', 'miss']"
Positive,"['interview', 'time']"
Negative,"['oh', 'well', 'im', 'still', 'awake']"
Positive,"['oh', 'hahaha', 'bad', 'misunderstand', 'wasnt', 'satire', 'hard', 'tell', 'day']"
Negative,"['nah', 'yet']"
Positive,"['ha', 'ha', 'thanks', 'look', 'forward', 'get', 'know']"
Negative,"['yaa', 'nanti', 'bagi', 'cerita', 'oh', 'wish', 'could', 'take', 'chil']"
Positive,"['welcome', 'twitter']"
Positive,"['hey', 'hey', 'gud', 'morning', 'heard', 'rumor']"
Negative,"['feel', 'like', 'fault']"
Positive,"['south', 'australia']"
Positive,"['cool', 'one', 'course', 'walkcrawland', 'jump']"
Negative,"['strange', 'go', 'get', 'bit', 'get', 'use', 'think', 'like']"
Positive,"['thanks', 'man', 'guy', 'definitely', 'pay', 'everything', 'wasnt', 'dick', 'cant', 'h', 'ill', 'still', 'regul']"
Negative,"['take', 'town', 'go', 'home', 'nightmare', 'nightmare']"
Negative,"['csi', 'go', 'hill', 'warwick', 'kill', 'even', 'bad', 'grissom']"
Positive,"['u', 'live']"
Negative,"['want', 'chipotle']"
Positive,"['flight', 'epic', 'fail', 'love']"
Negative,"['sorry', 'ttt', 'dont', 'sb', 'cake', 'pic', 'phone', 'die', 'lose', 'pic']"
Positive,"['get', 'facebook', 'come', 'join', 'x']"
Negative,"['thanks', 'bad', 'cant', 'tune']"
Negative,"['read', 'tweet', 'say', 'bed', 'sorry', 'lol']"
Positive,"['hopefully', 'ill', 'join', 'guy', 'next', 'year', 'there', 'way', 'im', 'miss', 'party', 'either']"
Positive,"['hey', 'mate', 'thanks', 'much', 'take', 'long', 'enough', 'yeah', 'lilly', 'good', 'bet', 'youll', 'glad', 'exam', 'soon', 'though']"
Negative,"['berkeley', 'cal', 'great', 'school', 'close', 'sf', 'whats', 'wrong', 'sfsu', 'whats', 'de', 'anza']"
Positive,"['know', 'remember', 'difficult', 'im', 'glad', 'help']"
Negative,"['lmao', 'vety', 'yoda', 'haha', 'oh', 'man', 'wanna', 'come', 'poo', 'poor']"
Positive,"['youre', 'sell', 'watercolor', 'paint', 'horse', 'ebay', 'enterprising']"
Negative,"['l', 'u', 'ive', 'stuck', 'school', 'hah', 'long', 'till', 'album', 'drop']"
Positive,"['welcome', 'twitter', 'go', 'find', 'famous', 'people', 'harass', 'work', 'wonder']"
Negative,"['oh', 'see', 'page', 'quotnaked', 'godquot', 'year']"
Negative,"['julia', 'week', 'thoi', 'hope']"
